ID,Date,Time,ProductType,InstrumentID,CalibrationFile,SWVersion,SampleName,SampleComments,SampleError,SampleWeight,NumberOfParticles,WeightOf1000Particles,RiceType,RiceTypeCalculatedBy,LabLMedian,LabAMedian,LabBMedian,LabLMode,LabAMode,LabBMode,WKWeightPerc,BrokenWeightPerc,OutlierWeightPerc,ChalkyWeightPerc,LightChalkyWeightPerc,TotalChalkyWeightPerc,BlackWeightPerc,RedWeightPerc,YellowWeightPerc,GreenWeightPerc,OtherWeightPerc,LongRiceWeightPerc,MediumRiceWeightPerc,ShortRiceWeightPerc,WKNumber,BrokenKernelsNumber,OutlierNumber,ChalkyKernelsNumber,LightChalkyKernelsNumber,TotalChalkyKernelsNumber,BlackKernelsNumber,RedKernelsNumber,YellowKernelsNumber,GreenKernelsNumber,OtherKernelsNumber,LongRiceNumber,MediumRiceNumber,ShortRiceNumber,WKPerc,BrokenKernelsPerc,OutlierKernelsPerc,ChalkyKernelsPerc,LightChalkyKernelsPerc,TotalChalkyKernelsPerc,BlackKernelsPerc,RedKernelsPerc,YellowKernelsPerc,GreenKernelsPerc,OtherKernelsPerc,LongRiceKernelsPerc,MediumRiceKernelsPerc,ShortRiceKernelsPerc,SampleLengthAverage,SampleWidthAverage,SampleAreaAverage,SampleLWAverage,WKWidthAverage,WKLengthAverage,WKAreaAverage,WKLWAverage,SampleWidthMedian,SampleLengthMedian,SampleAreaMedian,WKWidthMedian,WKLengthMedian,WKAreaMedian,SampleWidthSTDEV,SampleLengthSTDEV,SampleAreaSTDEV,WKWidthSTDEV,WKLengthSTDEV,WKAreaSTDEV,BrokenThreshold,OutlierThresholdWidth,OutlierThresholdLength,OutlierThresholdArea,OutlierThresholdLW,BrokenDefinedAsFailPerc,ChalkyDefinedAsFailPerc,LightChalkyDefinedAsFailPerc,BlackDefinedAsFailPerc,RedDefinedAsFailPerc,YellowDefinedAsFailPerc,GreenDefinedAsFailPerc,OtherDefinedAsFailPerc,ChalkyLabMin,ChalkyLabMax,LightChalkyLabMin,LightChalkyLabMax,BlackLabMin,BlackLabMax,RedLabMin,RedLabMax,YellowLabMin,YellowLabMax,GreenLabMin,GreenLabMax,OtherColorLabMin,OtherColorLabMax,LongRiceUSDAMin,LongRiceUSDAMax,MediumRiceUSDAMin,MediumRiceUSDAMax,ShortRiceUSDAMin,ShortRiceUSDAMax,AverageWKChalkyPercentage,std_l,std_a,std_b,sampleAveragePerimeter
1,2022_7_25,16:45:22,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-182_2-11-1_Ap,,,10.100,252,41.507,Mixed,L/W,58.430,9.000,29.000,59.610,8.000,31.000,99.863,0.137,1.477,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,82.439,15.947,243,2,7,0,0,0,1,0,0,0,0,0,210,33,96.429,0.794,2.778,0.000,0.000,0.000,0.397,0.000,0.000,0.000,0.000,0.000,83.333,13.095,6.454,3.126,14.671,2.065,3.175,6.498,14.953,2.065,3.272,6.550,15.513,3.287,6.582,15.594,0.448,0.588,2.979,0.365,0.481,2.594,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.910,1.421,2.674,16.056
2,2022_7_25,16:46:51,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-314_2-11-2_Ap,,,10.500,282,37.906,Medium,L/W,58.430,8.000,29.000,59.610,8.000,31.000,100.000,0.000,0.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.193,6.012,277,0,5,0,0,0,0,0,0,0,0,0,262,15,98.227,0.000,1.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.908,5.319,6.354,3.026,14.309,2.100,3.047,6.368,14.428,2.112,3.157,6.469,15.107,3.168,6.485,15.183,0.467,0.663,3.463,0.443,0.652,3.361,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.065,1.471,2.503,15.881
3,2022_7_25,16:48:35,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-38_2-11-3_Ap,,,12.400,303,41.703,Mixed,L/W,57.650,10.000,31.000,59.220,10.000,33.000,99.886,0.114,0.878,0.000,0.000,0.000,0.418,0.000,0.000,0.000,0.000,0.000,54.542,44.466,297,1,5,0,0,0,1,0,0,0,0,0,173,124,98.020,0.330,1.650,0.000,0.000,0.000,0.330,0.000,0.000,0.000,0.000,0.000,57.096,40.924,6.300,3.255,15.262,1.935,3.282,6.311,15.412,1.940,3.403,6.429,16.267,3.404,6.432,16.282,0.458,0.652,3.320,0.421,0.639,3.169,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.076,1.579,2.026,16.070
4,2022_7_25,16:49:51,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-9_2-11-4_Ap,,,9.400,215,43.925,Mixed,L/W,60.390,9.000,30.000,59.220,10.000,33.000,100.000,0.000,0.069,0.000,1.026,1.026,0.000,0.000,0.000,0.000,0.000,0.000,80.180,19.750,214,0,1,0,2,2,0,0,0,0,0,0,173,41,99.535,0.000,0.465,0.000,0.930,0.930,0.000,0.000,0.000,0.000,0.000,0.000,80.465,19.070,6.662,3.294,15.923,2.023,3.306,6.668,15.986,2.032,3.375,6.734,16.436,3.375,6.742,16.450,0.419,0.517,3.011,0.382,0.511,2.872,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.002,3.839,1.575,3.054,16.660
5,2022_7_25,16:52:35,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-6_2-12-1_Ap,,,10.400,255,41.920,Mixed,L/W,60.390,11.000,37.000,63.140,11.000,36.000,99.157,0.843,0.180,0.000,0.280,0.280,0.000,0.000,0.000,0.000,0.000,0.000,86.920,12.057,246,8,1,0,2,2,0,0,0,0,0,0,217,29,96.471,3.137,0.392,0.000,0.784,0.784,0.000,0.000,0.000,0.000,0.000,0.000,85.098,11.373,6.464,3.199,15.410,2.021,3.243,6.582,15.801,2.038,3.271,6.641,15.994,3.281,6.663,16.038,0.387,0.812,3.208,0.305,0.489,2.486,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.605,1.771,2.746,16.301
6,2022_7_25,16:54:36,GRAINS,147,WHEAT,  7.0.30 ,Kin22_GA001138-8E36_2-12-2_Ap,,,10.000,234,43.175,Mixed,L/W,51.370,10.000,30.000,47.060,9.000,32.000,99.302,0.698,0.000,0.000,0.000,0.000,27.068,0.000,0.000,0.000,0.714,0.000,29.199,70.103,230,4,0,0,0,0,61,0,0,0,2,0,81,149,98.291,1.709,0.000,0.000,0.000,0.000,26.068,0.000,0.000,0.000,0.855,0.000,34.615,63.675,6.110,3.301,14.733,1.851,3.316,6.149,14.870,1.867,3.400,6.204,15.223,3.403,6.212,15.240,0.365,0.519,2.611,0.348,0.427,2.408,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.792,1.580,2.333,15.734
7,2022_7_25,16:56:47,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-323_2-12-3_Ap,,,11.500,333,35.346,Mixed,L/W,56.080,9.000,31.000,59.220,9.000,32.000,99.891,0.109,0.776,0.000,0.902,0.902,0.000,0.000,0.000,0.014,0.014,0.000,84.083,15.032,325,3,5,0,3,3,0,0,0,1,1,0,285,40,97.598,0.901,1.502,0.000,0.901,0.901,0.000,0.000,0.000,0.300,0.300,0.000,85.586,12.012,6.240,3.000,13.869,2.080,3.034,6.282,14.063,2.090,3.086,6.358,14.385,3.095,6.375,14.513,0.463,0.689,3.272,0.407,0.562,3.011,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.002,3.171,1.414,2.444,15.584
8,2022_7_25,17:1:17,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-306_2-12-4_Ap,,,13.400,400,36.666,Mixed,L/W,55.290,9.000,31.000,59.610,8.000,32.000,99.873,0.127,4.041,0.000,0.121,0.121,0.123,0.000,0.000,0.000,0.000,0.000,76.791,19.041,365,2,33,0,1,1,1,0,0,0,0,0,306,59,91.250,0.500,8.250,0.000,0.250,0.250,0.250,0.000,0.000,0.000,0.000,0.000,76.500,14.750,6.342,2.897,13.525,2.189,2.998,6.401,14.092,2.177,3.005,6.466,14.090,3.077,6.503,14.474,0.579,0.660,3.690,0.488,0.587,3.251,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,4.312,2.098,3.277,15.774
9,2022_7_25,17:3:16,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-231_2-13-1_Ap,,,9.400,226,41.948,Mixed,L/W,56.080,9.000,30.000,59.610,8.000,31.000,99.960,0.040,0.000,0.000,0.000,0.000,0.472,0.000,0.000,0.023,0.017,0.000,88.098,11.863,224,2,0,0,0,0,1,0,0,1,1,0,197,27,99.115,0.885,0.000,0.000,0.000,0.000,0.442,0.000,0.000,0.442,0.442,0.000,87.168,11.947,6.520,3.197,15.388,2.039,3.219,6.565,15.518,2.048,3.270,6.603,15.530,3.271,6.620,15.580,0.377,0.678,2.790,0.302,0.493,2.434,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.807,1.700,2.976,16.355
10,2022_7_25,17:6:42,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1992-147_2-13-2_Ap,,,11.200,286,39.576,Mixed,L/W,58.820,9.000,31.000,59.610,8.000,33.000,100.000,0.000,0.535,0.000,1.055,1.055,0.000,0.000,0.000,0.000,0.000,0.000,84.475,14.990,283,0,3,0,3,3,0,0,0,0,0,0,245,38,98.951,0.000,1.049,0.000,1.049,1.049,0.000,0.000,0.000,0.000,0.000,0.000,85.664,13.287,6.517,3.134,14.958,2.079,3.147,6.526,15.032,2.089,3.218,6.588,15.501,3.220,6.610,15.512,0.391,0.548,2.940,0.371,0.537,2.856,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.002,2.974,1.202,2.074,16.259
