ID,Date,Time,ProductType,InstrumentID,CalibrationFile,SWVersion,SampleName,SampleComments,SampleError,SampleWeight,NumberOfParticles,WeightOf1000Particles,RiceType,RiceTypeCalculatedBy,LabLMedian,LabAMedian,LabBMedian,LabLMode,LabAMode,LabBMode,WKWeightPerc,BrokenWeightPerc,OutlierWeightPerc,ChalkyWeightPerc,LightChalkyWeightPerc,TotalChalkyWeightPerc,BlackWeightPerc,RedWeightPerc,YellowWeightPerc,GreenWeightPerc,OtherWeightPerc,LongRiceWeightPerc,MediumRiceWeightPerc,ShortRiceWeightPerc,WKNumber,BrokenKernelsNumber,OutlierNumber,ChalkyKernelsNumber,LightChalkyKernelsNumber,TotalChalkyKernelsNumber,BlackKernelsNumber,RedKernelsNumber,YellowKernelsNumber,GreenKernelsNumber,OtherKernelsNumber,LongRiceNumber,MediumRiceNumber,ShortRiceNumber,WKPerc,BrokenKernelsPerc,OutlierKernelsPerc,ChalkyKernelsPerc,LightChalkyKernelsPerc,TotalChalkyKernelsPerc,BlackKernelsPerc,RedKernelsPerc,YellowKernelsPerc,GreenKernelsPerc,OtherKernelsPerc,LongRiceKernelsPerc,MediumRiceKernelsPerc,ShortRiceKernelsPerc,SampleLengthAverage,SampleWidthAverage,SampleAreaAverage,SampleLWAverage,WKWidthAverage,WKLengthAverage,WKAreaAverage,WKLWAverage,SampleWidthMedian,SampleLengthMedian,SampleAreaMedian,WKWidthMedian,WKLengthMedian,WKAreaMedian,SampleWidthSTDEV,SampleLengthSTDEV,SampleAreaSTDEV,WKWidthSTDEV,WKLengthSTDEV,WKAreaSTDEV,BrokenThreshold,OutlierThresholdWidth,OutlierThresholdLength,OutlierThresholdArea,OutlierThresholdLW,BrokenDefinedAsFailPerc,ChalkyDefinedAsFailPerc,LightChalkyDefinedAsFailPerc,BlackDefinedAsFailPerc,RedDefinedAsFailPerc,YellowDefinedAsFailPerc,GreenDefinedAsFailPerc,OtherDefinedAsFailPerc,ChalkyLabMin,ChalkyLabMax,LightChalkyLabMin,LightChalkyLabMax,BlackLabMin,BlackLabMax,RedLabMin,RedLabMax,YellowLabMin,YellowLabMax,GreenLabMin,GreenLabMax,OtherColorLabMin,OtherColorLabMax,LongRiceUSDAMin,LongRiceUSDAMax,MediumRiceUSDAMin,MediumRiceUSDAMax,ShortRiceUSDAMin,ShortRiceUSDAMax,AverageWKChalkyPercentage,std_l,std_a,std_b,sampleAveragePerimeter
1,2022_6_29,19:54:58,GRAINS,147,CORN,  7.0.30 ,test,,,0.000,3,0.000,Unclassified,L/W,42.750,4.000,-47.000,42.750,4.000,-47.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,204.859,2.288,192.649,89.519,0.000,0.000,0.000,0.000,1.365,230.250,168.566,0.000,0.000,0.000,1.618,37.207,41.084,0.000,0.000,0.000,10.114,17.000,27.000,300.000,2.500,75,25,6,50,25,70,15,10,60,100,75,100,0,48,0,64,64,118,119,200,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,1.033,1.414,0.471,430.280
2,2022_6_29,20:24:0,GRAINS,147,WHEAT,  7.0.30 ,,,,13.200,348,39.156,Mixed,L/W,56.470,10.000,31.000,59.220,10.000,35.000,99.671,0.329,0.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.154,0.000,84.929,13.883,336,5,7,0,0,0,0,0,0,0,2,0,294,42,96.552,1.437,2.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.575,0.000,84.483,12.069,6.534,3.092,14.679,2.113,3.138,6.588,14.991,2.112,3.152,6.617,15.277,3.168,6.631,15.374,0.397,0.639,2.858,0.303,0.494,2.317,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.396,1.402,2.571,16.249
3,2022_6_29,20:25:12,GRAINS,147,WHEAT,  7.0.30 ,Kin22-UX2023-87_3-1-2_Ap,,,0.000,347,0.000,Mixed,L/W,56.470,10.000,31.000,59.220,10.000,35.000,99.842,0.158,0.763,0.000,0.158,0.158,0.000,0.000,0.000,0.000,0.000,0.000,86.297,12.783,337,4,6,0,4,4,0,0,0,0,0,0,298,39,97.118,1.153,1.729,0.000,1.153,1.153,0.000,0.000,0.000,0.000,0.000,0.000,85.879,11.239,6.546,3.088,14.722,2.120,3.135,6.588,14.992,2.113,3.154,6.613,15.353,3.165,6.635,15.384,0.412,0.598,2.814,0.300,0.493,2.311,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.467,1.425,2.643,16.271
4,2022_6_29,20:28:12,GRAINS,147,WHEAT,  7.0.30 ,Kin22-UX2023-87_3-1-2_Ap,,,13.200,346,39.275,Mixed,L/W,56.860,9.000,31.000,59.220,10.000,35.000,99.972,0.028,1.021,0.000,1.238,1.238,0.334,0.000,0.000,0.014,0.000,0.000,84.071,14.880,336,2,8,0,5,5,2,0,0,1,0,0,290,46,97.110,0.578,2.312,0.000,1.445,1.445,0.578,0.000,0.000,0.289,0.000,0.000,83.815,13.295,6.554,3.107,14.770,2.109,3.149,6.589,15.005,2.104,3.148,6.625,15.283,3.158,6.640,15.388,0.390,0.598,2.699,0.294,0.493,2.282,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.001,3.313,1.437,2.726,16.275
5,2022_6_29,20:30:18,GRAINS,147,WHEAT,  7.0.30 ,Kin22-UX2023-16_3-1-3_Ap,,,7.200,173,42.264,Mixed,L/W,59.220,9.000,28.000,59.220,8.000,30.000,99.789,0.211,0.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.379,50.208,170,2,1,0,0,0,0,0,0,0,0,0,89,81,98.266,1.156,0.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.445,46.821,6.262,3.271,14.888,1.915,3.299,6.297,15.050,1.918,3.334,6.311,15.099,3.338,6.311,15.104,0.373,0.597,2.528,0.294,0.462,2.161,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,2.868,1.339,2.522,15.936
6,2022_6_29,20:31:45,GRAINS,147,WHEAT,  7.0.30 ,Kin22-UX2023-106_3-1-4_Ap,,,6.900,200,34.673,Medium,L/W,57.650,9.000,31.000,59.220,10.000,33.000,100.000,0.000,0.200,0.000,0.653,0.653,0.000,0.000,0.000,0.000,0.000,0.000,91.955,7.844,199,0,1,0,1,1,0,0,0,0,0,0,186,13,99.500,0.000,0.500,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,93.000,6.500,6.258,3.001,13.706,2.085,3.008,6.264,13.744,2.090,3.060,6.354,14.360,3.061,6.355,14.367,0.296,0.542,2.285,0.280,0.537,2.226,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.001,2.751,1.355,2.049,15.554
7,2022_6_29,20:33:14,GRAINS,147,WHEAT,  7.0.30 ,Kin22-UX2023-12_3-2-1_Ap,,,8.600,250,34.538,Medium,L/W,58.430,9.000,31.000,59.220,10.000,33.000,100.000,0.000,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94.264,5.692,249,0,1,0,0,0,0,0,0,0,0,0,237,12,99.600,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94.800,4.800,6.212,2.954,13.131,2.103,2.962,6.214,13.177,2.105,3.017,6.305,13.717,3.019,6.305,13.720,0.304,0.495,2.248,0.273,0.495,2.131,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,2.451,1.297,2.272,15.306
8,2022_6_29,20:35:25,GRAINS,147,WHEAT,  7.0.30 ,Kin22-UX2023-93_3-2-2_Ap,,,8.100,189,43.316,Mixed,L/W,61.960,8.000,28.000,65.880,7.000,30.000,100.000,0.000,0.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.031,48.578,187,0,2,0,0,0,0,0,0,0,0,0,101,86,98.942,0.000,1.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.439,45.503,6.515,3.392,15.944,1.921,3.403,6.511,15.991,1.921,3.478,6.626,16.639,3.480,6.618,16.642,0.379,0.579,2.986,0.365,0.581,2.967,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.007,1.352,2.683,16.476
9,2022_6_29,20:37:10,GRAINS,147,WHEAT,  7.0.30 ,Kin22-GA00190-7A14_3-2-3_Ap,,,10.900,262,42.586,Mixed,L/W,57.250,9.000,29.000,59.220,8.000,31.000,99.628,0.372,0.104,0.000,0.746,0.746,0.000,0.000,0.000,0.000,0.000,0.000,85.284,14.240,255,5,2,0,4,4,0,0,0,0,0,0,222,33,97.328,1.908,0.763,0.000,1.527,1.527,0.000,0.000,0.000,0.000,0.000,0.000,84.733,12.595,6.435,3.162,15.017,2.035,3.207,6.494,15.332,2.033,3.254,6.573,15.579,3.270,6.592,15.663,0.435,0.706,3.152,0.315,0.491,2.507,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.001,3.493,1.560,2.614,16.146
10,2022_6_29,20:39:12,GRAINS,147,WHEAT,  7.0.30 ,Kin22-UX2023-17_3-2-4_Ap,,,10.600,247,43.089,Mixed,L/W,60.390,8.000,29.000,59.220,8.000,31.000,100.000,0.000,0.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.926,45.849,246,0,1,0,0,0,0,0,0,0,0,0,136,110,99.595,0.000,0.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.061,44.534,6.435,3.347,15.742,1.923,3.352,6.435,15.769,1.926,3.405,6.534,16.265,3.406,6.534,16.287,0.332,0.512,2.665,0.321,0.513,2.635,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.289,1.364,2.518,16.354
