ID,Date,Time,ProductType,InstrumentID,CalibrationFile,SWVersion,SampleName,SampleComments,SampleError,SampleWeight,NumberOfParticles,WeightOf1000Particles,RiceType,RiceTypeCalculatedBy,LabLMedian,LabAMedian,LabBMedian,LabLMode,LabAMode,LabBMode,WKWeightPerc,BrokenWeightPerc,OutlierWeightPerc,ChalkyWeightPerc,LightChalkyWeightPerc,TotalChalkyWeightPerc,BlackWeightPerc,RedWeightPerc,YellowWeightPerc,GreenWeightPerc,OtherWeightPerc,LongRiceWeightPerc,MediumRiceWeightPerc,ShortRiceWeightPerc,WKNumber,BrokenKernelsNumber,OutlierNumber,ChalkyKernelsNumber,LightChalkyKernelsNumber,TotalChalkyKernelsNumber,BlackKernelsNumber,RedKernelsNumber,YellowKernelsNumber,GreenKernelsNumber,OtherKernelsNumber,LongRiceNumber,MediumRiceNumber,ShortRiceNumber,WKPerc,BrokenKernelsPerc,OutlierKernelsPerc,ChalkyKernelsPerc,LightChalkyKernelsPerc,TotalChalkyKernelsPerc,BlackKernelsPerc,RedKernelsPerc,YellowKernelsPerc,GreenKernelsPerc,OtherKernelsPerc,LongRiceKernelsPerc,MediumRiceKernelsPerc,ShortRiceKernelsPerc,SampleLengthAverage,SampleWidthAverage,SampleAreaAverage,SampleLWAverage,WKWidthAverage,WKLengthAverage,WKAreaAverage,WKLWAverage,SampleWidthMedian,SampleLengthMedian,SampleAreaMedian,WKWidthMedian,WKLengthMedian,WKAreaMedian,SampleWidthSTDEV,SampleLengthSTDEV,SampleAreaSTDEV,WKWidthSTDEV,WKLengthSTDEV,WKAreaSTDEV,BrokenThreshold,OutlierThresholdWidth,OutlierThresholdLength,OutlierThresholdArea,OutlierThresholdLW,BrokenDefinedAsFailPerc,ChalkyDefinedAsFailPerc,LightChalkyDefinedAsFailPerc,BlackDefinedAsFailPerc,RedDefinedAsFailPerc,YellowDefinedAsFailPerc,GreenDefinedAsFailPerc,OtherDefinedAsFailPerc,ChalkyLabMin,ChalkyLabMax,LightChalkyLabMin,LightChalkyLabMax,BlackLabMin,BlackLabMax,RedLabMin,RedLabMax,YellowLabMin,YellowLabMax,GreenLabMin,GreenLabMax,OtherColorLabMin,OtherColorLabMax,LongRiceUSDAMin,LongRiceUSDAMax,MediumRiceUSDAMin,MediumRiceUSDAMax,ShortRiceUSDAMin,ShortRiceUSDAMax,AverageWKChalkyPercentage,std_l,std_a,std_b,sampleAveragePerimeter
1,2022_7_26,16:42:9,GRAINS,147,WHEAT,  7.0.30 ,R22_UX2029-19_19-1-2_Ap,,,6.900,309,26.316,Mixed,L/W,59.220,10.000,31.000,59.220,10.000,35.000,94.203,5.797,0.555,0.058,0.000,0.058,0.384,0.000,0.000,0.141,3.192,0.000,64.424,29.225,247,58,4,2,0,2,2,0,0,4,27,0,186,61,79.935,18.770,1.294,0.647,0.000,0.647,0.647,0.000,0.000,1.294,8.738,0.000,60.194,19.741,5.058,2.577,10.067,1.963,2.810,5.655,11.798,2.038,2.690,5.552,11.012,2.831,5.728,11.934,0.639,1.381,4.295,0.425,0.551,2.718,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.127,4.287,2.767,5.589,13.036
2,2022_7_26,16:43:34,GRAINS,147,WHEAT,  7.0.30 ,R22_UX2029-106_19-1-3_Am,,,9.200,343,32.748,Mixed,L/W,58.430,10.000,32.000,59.220,10.000,35.000,91.482,8.518,0.848,0.292,9.188,9.480,0.000,0.000,0.000,0.000,0.364,0.000,33.910,56.723,257,79,7,5,57,62,0,0,0,0,4,0,118,139,74.927,23.032,2.041,1.458,16.618,18.076,0.000,0.000,0.000,0.000,1.166,0.000,34.402,40.525,5.188,2.830,11.073,1.833,3.125,5.878,13.353,1.901,3.019,5.673,12.510,3.211,5.907,13.624,0.683,1.355,4.627,0.408,0.516,2.583,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.161,4.835,2.843,6.341,13.516
3,2022_7_26,16:45:4,GRAINS,147,WHEAT,  7.0.30 ,R22_UX2029-130_19-1-4_Ap,,,9.800,333,30.806,Mixed,L/W,56.080,10.000,31.000,59.220,10.000,35.000,97.447,2.553,0.159,0.000,5.705,5.705,0.643,0.000,0.000,0.050,0.254,0.000,57.937,39.352,310,22,1,0,21,21,3,0,0,1,2,0,211,99,93.093,6.607,0.300,0.000,6.306,6.306,0.901,0.000,0.000,0.300,0.601,0.000,63.363,29.730,5.608,2.879,11.963,1.948,2.936,5.793,12.501,1.999,2.935,5.824,12.502,2.962,5.853,12.779,0.485,0.869,3.251,0.419,0.506,2.617,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.043,4.226,1.901,3.403,14.355
4,2022_7_26,16:47:27,GRAINS,147,WHEAT,  7.0.30 ,R22_UX2029-31_19-2-1_Am,,,10.600,366,32.179,Mixed,L/W,61.180,9.000,33.000,63.140,10.000,35.000,97.143,2.857,1.040,0.072,5.989,6.061,0.000,0.000,0.000,0.000,0.000,0.000,74.579,21.524,320,36,10,2,38,40,0,0,0,0,0,0,259,61,87.432,9.836,2.732,0.546,10.383,10.929,0.000,0.000,0.000,0.000,0.000,0.000,70.765,16.667,5.768,2.847,12.446,2.026,3.008,6.103,13.628,2.046,3.011,6.106,13.619,3.068,6.211,14.075,0.584,1.086,3.986,0.353,0.514,2.512,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.121,3.347,1.867,4.537,14.638
5,2022_7_26,16:48:19,GRAINS,147,WHEAT,  7.0.30 ,R22_UX2029-199_19-2-2_Ap,,,8.400,262,34.542,Mixed,L/W,59.220,9.000,32.000,60.780,10.000,35.000,96.636,3.364,0.000,0.182,3.451,3.633,0.000,0.000,0.000,0.000,0.536,0.000,48.998,47.638,235,27,0,3,17,20,0,0,0,0,5,0,130,105,89.695,10.305,0.000,1.145,6.489,7.634,0.000,0.000,0.000,0.000,1.908,0.000,49.618,40.076,5.670,3.007,12.774,1.885,3.107,5.980,13.709,1.937,3.143,6.041,13.933,3.185,6.094,14.275,0.499,1.044,3.666,0.353,0.478,2.426,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.086,3.969,2.011,4.434,14.614
6,2022_7_26,16:49:40,GRAINS,147,WHEAT,  7.0.30 ,R22_GA05450-EL52_19-2-3_Ap,,,8.500,285,32.449,Mixed,L/W,58.820,9.000,31.000,59.220,10.000,33.000,95.820,4.180,0.000,0.090,2.842,2.932,0.580,0.000,0.000,0.053,0.178,0.000,48.182,47.638,251,34,0,1,17,18,2,0,0,2,3,0,138,113,88.070,11.930,0.000,0.351,5.965,6.316,0.702,0.000,0.000,0.702,1.053,0.000,48.421,39.649,5.514,2.928,12.127,1.883,3.039,5.857,13.140,1.941,3.100,5.875,13.321,3.138,5.953,13.798,0.521,1.085,3.742,0.365,0.515,2.536,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.127,3.818,1.905,3.683,14.216
7,2022_7_26,16:51:3,GRAINS,147,WHEAT,  7.0.30 ,R22_UX2029-36_19-2-4_Am,,,10.400,343,33.344,Mixed,L/W,57.250,10.000,32.000,59.220,10.000,35.000,96.826,3.174,1.373,0.000,4.126,4.126,0.087,0.000,0.000,0.000,0.512,0.000,62.324,33.129,302,31,10,0,25,25,1,0,0,0,6,0,213,89,88.047,9.038,2.915,0.000,7.289,7.289,0.292,0.000,0.000,0.000,1.749,0.000,62.099,25.948,5.875,2.912,12.934,2.018,3.034,6.157,13.969,2.064,3.028,6.136,14.073,3.116,6.219,14.573,0.577,1.025,4.040,0.461,0.549,2.999,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.068,3.669,2.030,4.200,15.033
8,2022_7_26,16:52:5,GRAINS,147,WHEAT,  7.0.30 ,R22_MPV57_19-3-1_Am,,,7.200,250,32.605,Mixed,L/W,54.120,11.000,33.000,47.060,11.000,35.000,94.191,5.809,1.444,0.277,3.368,3.645,1.095,0.000,0.000,0.000,0.390,0.000,38.587,54.160,208,35,7,4,19,23,5,0,0,0,2,0,115,93,83.200,14.000,2.800,1.600,7.600,9.200,2.000,0.000,0.000,0.000,0.800,0.000,46.000,37.200,5.360,2.824,11.280,1.898,3.000,5.751,12.614,1.933,2.909,5.647,11.746,3.003,5.745,12.617,0.562,1.058,3.739,0.360,0.429,2.311,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.022,5.162,2.589,5.606,13.793
9,2022_7_26,16:53:7,GRAINS,147,WHEAT,  7.0.30 ,R22_UX2029-9_19-3-2_Am,,,10.400,297,36.846,Mixed,L/W,55.690,11.000,32.000,59.220,10.000,35.000,97.075,2.925,0.000,0.000,3.673,3.673,0.033,0.000,0.000,0.000,0.122,0.000,57.919,39.156,274,23,0,0,16,16,1,0,0,0,2,0,171,103,92.256,7.744,0.000,0.000,5.387,5.387,0.337,0.000,0.000,0.000,0.673,0.000,57.576,34.680,5.936,3.114,13.646,1.906,3.176,6.158,14.320,1.951,3.236,6.127,14.626,3.267,6.228,14.858,0.477,0.964,3.619,0.372,0.586,2.780,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.043,3.492,2.035,3.285,15.195
10,2022_7_26,16:55:0,GRAINS,147,WHEAT,  7.0.30 ,R22_UX2029-168_19-3-3_Ap,,,10.300,306,37.332,Mixed,L/W,58.820,10.000,31.000,59.220,10.000,33.000,95.325,4.675,0.000,0.121,3.395,3.516,0.053,0.026,0.000,0.000,0.725,0.000,44.919,50.405,263,43,0,2,22,24,1,1,0,0,9,0,133,130,85.948,14.052,0.000,0.654,7.190,7.844,0.327,0.327,0.000,0.000,2.941,0.000,43.464,42.484,5.636,3.083,13.066,1.828,3.223,6.064,14.412,1.894,3.221,6.049,14.452,3.280,6.143,15.055,0.532,1.168,4.083,0.337,0.472,2.384,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.137,3.722,2.274,4.992,14.681
