id,p_days_to_head
S1A_1158046,0.5030284533883336
S1A_1158055,0.0295804724011111
S1A_1159476,0.6900433459017093
S1A_1232999,0.954553271547449
S1A_1236236,0.23354856929614187
S1A_1238021,0.1843732866418572
S1A_1338362,0.8859502936273221
S1A_1588248,0.24433678173563778
S1A_1647528,0.30111376266677226
S1A_1673828,0.24048736661064637
S1A_1686992,0.6623724803249423
S1A_1698908,0.32222782120231186
S1A_1722425,0.917845963376013
S1A_1838929,0.9574795990493223
S1A_1838947,0.6863516003130146
S1A_1846791,0.9782810850901342
S1A_1846809,0.7482064738049233
S1A_1846831,0.32560998727456847
S1A_1989314,0.9208908451152592
S1A_2155191,0.1713978709170824
S1A_2390246,0.13557809765432494
S1A_2926887,0.7390260575093429
S1A_2988801,0.46231328564052665
S1A_3381907,0.7319806905602506
S1A_3381967,0.12542681826656646
S1A_3452684,0.11024255994466417
S1A_3452749,0.4542572684822418
S1A_3516790,0.9452009426186374
S1A_3613321,0.0399357718336269
S1A_3613616,0.8696422774096806
S1A_3618173,0.5921415911544012
S1A_3657148,0.08588359564895359
S1A_3681123,0.18174975008211278
S1A_3702037,0.06302491505741858
S1A_3795226,0.40552765772711363
S1A_3943497,0.9864941799256359
S1A_4090235,0.47734688688587035
S1A_4213050,0.5466147696666638
S1A_4227065,0.9864941799256359
S1A_4363168,0.38172782350046996
S1A_4700791,0.8114175276741128
S1A_4700809,0.880239979988474
S1A_5065601,0.11675070223245891
S1A_5149784,0.12665880304327584
S1A_5172611,0.07894966697598037
S1A_5326457,0.11675070223245891
S1A_5491807,0.04617549418512444
S1A_5491846,0.263587638543204
S1A_5565985,0.09724012949563039
S1A_6332991,0.09724012949563039
S1A_6345753,0.542815392317803
S1A_6370123,0.5829182856390501
S1A_6370149,0.19780061238262533
S1A_6370156,0.12531248531056535
S1A_6370170,0.9291616362613111
S1A_6394543,0.569206707678275
S1A_6405139,0.7345699690977621
S1A_6632531,0.35187295765357396
S1A_6669808,0.13247840614356837
S1A_6721112,0.0133815427050156
S1A_6765264,0.5103701855540472
S1A_6766358,0.5925128083478244
S1A_6766373,0.9555983345802778
S1A_6766388,0.7665074170087676
S1A_6770617,0.0493748517073576
S1A_6770618,0.13024761341376484
S1A_6776219,0.49004702464592353
S1A_6812534,0.7703095382431718
S1A_6870929,0.246611360183071
S1A_7191475,0.264490455895216
S1A_7214017,0.9553534552798233
S1A_7214024,0.062330003446790766
S1A_7233300,0.21587399426419412
S1A_7233302,0.44269394852502875
S1A_7274964,0.8559971501641072
S1A_7277935,0.6759318026257756
S1A_7281143,0.11066624424675411
S1A_7658855,0.40481716711595006
S1A_8108580,0.2344956263937854
S1A_8137938,0.9681560050938842
S1A_8152172,0.15196934874369722
S1A_8174650,0.10993459486862282
S1A_8174678,0.6234845634985434
S1A_8295817,0.44169107156097476
S1A_8297293,0.6711778773546515
S1A_8320421,0.17508602161285564
S1A_8320460,0.4157939267209615
S1A_8401041,0.2689661474309158
S1A_8434128,0.6096502684956299
S1A_8435419,0.12400423554863423
S1A_8500746,0.16522379301432702
S1A_8515990,0.0960586592083543
S1A_8516115,0.11136630994950444
S1A_8574911,0.7221837178320103
S1A_8574914,0.963865141257384
S1A_8574966,0.693290883921772
S1A_8575021,0.5322475529080148
S1A_8633498,0.07379932274004981
S1A_8668367,0.7598811365248939
S1A_8688915,0.4962305141453245
S1A_8688923,0.5947943216389233
S1A_8704379,0.9579804092691819
S1A_8717129,0.47662456149474797
S1A_8719018,0.9543424985155706
S1A_9104582,0.05624548271550691
S1A_9213998,0.13412167999833693
S1A_9236441,0.09914281279707532
S1A_9236464,0.30710142053892836
S1A_9236474,0.5056807570278639
S1A_9236507,0.03100198047585162
S1A_9236518,0.502696139424123
S1A_9236540,0.8967961061265002
S1A_9544932,0.06819542922177278
S1A_9558860,0.7011608231314705
S1A_9565863,0.03842137940743192
S1A_9582910,0.5373976930469149
S1A_9600607,0.7755610665667774
S1A_9605976,0.8784844601968229
S1A_9763236,0.2332696258241717
S1A_9940119,0.9716059275326152
S1A_9954146,0.23458600085956743
S1A_9968711,0.18340248043185184
S1A_9971970,0.019063038357657484
S1A_9972042,0.05416711063320972
S1A_9972049,0.06251880352013238
S1A_9973220,0.4207871258283876
S1A_10122169,0.10232954375539215
S1A_10132752,0.15988572838782836
S1A_10151390,0.37307756958234195
S1A_10210891,0.08955467591634254
S1A_10214692,0.09343360654007928
S1A_10214731,0.3645494492555107
S1A_10223986,0.4908828782281245
S1A_10249458,0.7473729905256912
S1A_10406996,0.7633604646986221
S1A_10407007,0.2769170618049155
S1A_10423143,0.25840838698216617
S1A_10423167,0.367838986417223
S1A_10428084,0.2755266889011783
S1A_10483505,0.6167930839322688
S1A_10483518,0.42170647376842907
S1A_10605048,0.10253861979692491
S1A_10605061,0.0968333701085534
S1A_10607256,0.035006420195640785
S1A_10607278,0.6300810814450946
S1A_10714858,0.35491346695355064
S1A_10714875,0.3114187033550312
S1A_10844708,0.21046060580171175
S1A_11066887,0.09579163197647138
S1A_11160656,0.08939484987681628
S1A_11207629,0.30525182308593846
S1A_11207721,0.15960989001806383
S1A_11207781,0.026780910172398437
S1A_11208352,0.010715522843931437
S1A_11208433,0.007533792301588554
S1A_11718023,0.6100783307815711
S1A_12011526,0.8330600937030624
S1A_12092096,0.3859428283181614
S1A_12130329,0.4249414229464997
S1A_12172907,0.7384171819793437
S1A_12192364,0.8489122510024116
S1A_12219139,0.4067953204524283
S1A_12223694,0.4067953204524283
S1A_12375870,0.8846685803995269
S1A_12375898,0.08949795711403685
S1A_12568339,0.8775336743370359
S1A_12587918,0.8527749257110754
S1A_12770438,0.7960367792525418
S1A_12770492,0.6025073403947121
S1A_12772631,0.5422022331821291
S1A_12822045,0.8933796933190954
S1A_12856045,0.6382852331108686
S1A_12919680,0.3201197429560769
S1A_13270454,0.6645870116656796
S1A_13350168,0.7677796334861643
S1A_13382820,0.6975871062116399
S1A_13417684,0.5616250290019527
S1A_13417699,0.4384758569343401
S1A_13456724,5.803355703893172e-5
S1A_13666679,0.9453718283135091
S1A_13666694,0.9160222217590315
S1A_13666702,0.33164747221520874
S1A_13667563,0.5384758001746168
S1A_13767805,0.5682613675946538
S1A_13767832,0.9589563966165762
S1A_13806217,0.4201956855736785
S1A_13861936,0.1733989243207523
S1A_13940761,0.16783709127217172
S1A_13943348,0.03143419400981074
S1A_14189306,0.5903863980824713
S1A_14189450,0.9570158618357556
S1A_14233808,0.550304891214479
S1A_14427918,0.20912910106607763
S1A_14430145,0.5122324958766581
S1A_14468537,0.26069719957661025
S1A_14472289,0.6787480369091483
S1A_14520423,0.8499584354608967
S1A_14520449,0.5748813313245374
S1A_14593199,0.9557588543904392
S1A_14593220,0.3022594112450022
S1A_14614704,0.6703219435554351
S1A_14614818,0.9260647266592136
S1A_14614832,0.550304891214479
S1A_14805693,0.10938881177241797
S1A_14805697,0.2690508358699418
S1A_14805742,0.8693550993285895
S1A_14805815,0.7943477941947207
S1A_14840437,0.6061049857569485
S1A_15034885,0.4787114371380359
S1A_15036494,0.8718245817079144
S1A_15036506,0.6061049857569485
S1A_15036514,0.6061049857569485
S1A_15078283,0.007800130012212734
S1A_15122208,0.6130124692673864
S1A_15182249,0.6061049857569485
S1A_15191232,0.2778834726462123
S1A_15328329,0.8898080640125936
S1A_15516712,0.6061049857569485
S1A_15516825,0.5804280299367548
S1A_15516839,0.7201135643830818
S1A_15686346,0.6061049857569485
S1A_15790766,0.9216777324820093
S1A_15807387,0.8172493959063627
S1A_15955019,0.3358359042872533
S1A_15955034,0.6288649082469611
S1A_15955039,0.7644549301995922
S1A_15978850,0.9898090968495205
S1A_15978865,0.9898090968495205
S1A_15978870,0.18338622970673626
S1A_15978903,0.7587909070954824
