ID,Date,Time,ProductType,InstrumentID,CalibrationFile,SWVersion,SampleName,SampleComments,SampleError,SampleWeight,NumberOfParticles,WeightOf1000Particles,RiceType,RiceTypeCalculatedBy,LabLMedian,LabAMedian,LabBMedian,LabLMode,LabAMode,LabBMode,WKWeightPerc,BrokenWeightPerc,OutlierWeightPerc,ChalkyWeightPerc,LightChalkyWeightPerc,TotalChalkyWeightPerc,BlackWeightPerc,RedWeightPerc,YellowWeightPerc,GreenWeightPerc,OtherWeightPerc,LongRiceWeightPerc,MediumRiceWeightPerc,ShortRiceWeightPerc,WKNumber,BrokenKernelsNumber,OutlierNumber,ChalkyKernelsNumber,LightChalkyKernelsNumber,TotalChalkyKernelsNumber,BlackKernelsNumber,RedKernelsNumber,YellowKernelsNumber,GreenKernelsNumber,OtherKernelsNumber,LongRiceNumber,MediumRiceNumber,ShortRiceNumber,WKPerc,BrokenKernelsPerc,OutlierKernelsPerc,ChalkyKernelsPerc,LightChalkyKernelsPerc,TotalChalkyKernelsPerc,BlackKernelsPerc,RedKernelsPerc,YellowKernelsPerc,GreenKernelsPerc,OtherKernelsPerc,LongRiceKernelsPerc,MediumRiceKernelsPerc,ShortRiceKernelsPerc,SampleLengthAverage,SampleWidthAverage,SampleAreaAverage,SampleLWAverage,WKWidthAverage,WKLengthAverage,WKAreaAverage,WKLWAverage,SampleWidthMedian,SampleLengthMedian,SampleAreaMedian,WKWidthMedian,WKLengthMedian,WKAreaMedian,SampleWidthSTDEV,SampleLengthSTDEV,SampleAreaSTDEV,WKWidthSTDEV,WKLengthSTDEV,WKAreaSTDEV,BrokenThreshold,OutlierThresholdWidth,OutlierThresholdLength,OutlierThresholdArea,OutlierThresholdLW,BrokenDefinedAsFailPerc,ChalkyDefinedAsFailPerc,LightChalkyDefinedAsFailPerc,BlackDefinedAsFailPerc,RedDefinedAsFailPerc,YellowDefinedAsFailPerc,GreenDefinedAsFailPerc,OtherDefinedAsFailPerc,ChalkyLabMin,ChalkyLabMax,LightChalkyLabMin,LightChalkyLabMax,BlackLabMin,BlackLabMax,RedLabMin,RedLabMax,YellowLabMin,YellowLabMax,GreenLabMin,GreenLabMax,OtherColorLabMin,OtherColorLabMax,LongRiceUSDAMin,LongRiceUSDAMax,MediumRiceUSDAMin,MediumRiceUSDAMax,ShortRiceUSDAMin,ShortRiceUSDAMax,AverageWKChalkyPercentage,std_l,std_a,std_b,sampleAveragePerimeter
1,2022_7_7,18:58:13,GRAINS,147,WHEAT,  7.0.30 ,R22_UX1993-78_1-16-1_Ap,,,11.900,331,36.275,Mixed,L/W,58.820,9.000,32.000,59.220,10.000,35.000,99.681,0.319,0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.451,35.108,327,3,1,0,0,0,0,0,0,0,0,0,226,101,98.792,0.906,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.278,30.514,6.091,3.098,13.913,1.966,3.115,6.115,14.015,1.978,3.208,6.158,14.467,3.216,6.163,14.507,0.433,0.662,3.057,0.409,0.628,2.930,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.003,3.145,1.282,1.882,15.385
2,2022_7_7,18:59:43,GRAINS,147,WHEAT,  7.0.30 ,R22_UX1993-80_1-16-2_Ap,,,10.800,296,36.548,Mixed,L/W,58.820,10.000,32.000,59.220,10.000,35.000,99.830,0.170,0.000,0.000,2.310,2.310,0.000,0.000,0.000,0.000,0.000,0.000,68.197,31.633,295,1,0,0,6,6,0,0,0,0,0,0,209,86,99.662,0.338,0.000,0.000,2.027,2.027,0.000,0.000,0.000,0.000,0.000,0.000,70.608,29.054,6.240,3.168,14.345,1.970,3.169,6.248,14.366,1.979,3.216,6.311,14.823,3.216,6.311,14.850,0.311,0.532,2.375,0.310,0.516,2.351,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.002,2.330,1.189,1.776,15.742
3,2022_7_7,19:1:49,GRAINS,147,WHEAT,  7.0.30 ,R22_GA001138-8E36_1-16-3_Ap,,,12.500,336,37.530,Mixed,L/W,54.900,10.000,31.000,59.220,10.000,33.000,99.980,0.020,0.298,0.000,0.132,0.132,3.443,0.000,0.000,0.000,0.000,0.000,43.605,56.077,333,1,2,0,1,1,22,0,0,0,0,0,175,158,99.107,0.298,0.595,0.000,0.298,0.298,6.548,0.000,0.000,0.000,0.000,0.000,52.083,47.024,6.126,3.155,14.108,1.942,3.170,6.143,14.188,1.976,3.296,6.223,14.851,3.301,6.231,14.908,0.543,0.599,3.339,0.520,0.552,3.232,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.001,4.252,1.585,2.194,15.528
4,2022_7_7,19:3:24,GRAINS,147,WHEAT,  7.0.30 ,R22_UX1993-127_1-16-4_Ap,,,12.900,396,33.144,Mixed,L/W,55.690,10.000,30.000,59.220,10.000,32.000,99.174,0.826,0.083,0.000,0.233,0.233,0.326,0.000,0.000,0.000,0.000,0.000,59.793,39.298,386,9,1,0,2,2,1,0,0,0,0,0,256,130,97.475,2.273,0.253,0.000,0.505,0.505,0.253,0.000,0.000,0.000,0.000,0.000,64.646,32.828,5.927,3.002,13.067,1.974,3.036,5.976,13.276,1.987,3.138,6.056,13.768,3.150,6.073,13.945,0.471,0.667,3.083,0.426,0.599,2.831,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.001,3.187,1.474,2.612,14.980
5,2022_7_7,19:6:6,GRAINS,147,WHEAT,  7.0.30 ,R22_UX1993-142_1-17-1_Ap,,,12.700,326,39.035,Mixed,L/W,59.220,10.000,32.000,59.220,10.000,35.000,99.894,0.106,0.000,0.000,0.367,0.367,0.328,0.000,0.000,0.000,0.000,0.000,36.943,62.951,325,1,0,0,1,1,1,0,0,0,0,0,129,196,99.693,0.307,0.000,0.000,0.307,0.307,0.307,0.000,0.000,0.000,0.000,0.000,39.571,60.123,6.220,3.329,15.219,1.868,3.333,6.227,15.248,1.878,3.384,6.312,15.782,3.387,6.312,15.797,0.367,0.540,2.686,0.360,0.527,2.639,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,2.667,1.290,2.305,15.929
6,2022_7_7,19:14:33,GRAINS,147,WHEAT,  7.0.30 ,R22_UX1993-71_1-17-2_Ap,,,12.100,279,43.369,Mixed,L/W,58.430,11.000,32.000,61.180,10.000,35.000,100.000,0.000,0.000,0.000,0.323,0.323,0.383,0.000,0.000,0.000,0.000,0.000,35.379,64.621,279,0,0,0,1,1,1,0,0,0,0,0,99,180,100.000,0.000,0.000,0.000,0.358,0.358,0.358,0.000,0.000,0.000,0.000,0.000,35.484,64.516,6.448,3.446,15.985,1.871,3.446,6.448,15.985,1.874,3.544,6.566,16.661,3.544,6.566,16.661,0.302,0.548,2.499,0.302,0.548,2.499,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,2.716,1.559,2.062,16.372
7,2022_7_7,19:17:32,GRAINS,147,WHEAT,  7.0.30 ,R22_NC08-23383_1-17-3_Am,,,7.400,242,31.555,Mixed,L/W,59.220,9.000,30.000,59.220,8.000,30.000,98.930,1.070,0.183,0.000,0.475,0.475,0.000,0.000,0.000,0.061,0.033,0.000,76.306,22.441,232,9,1,0,3,3,0,0,0,2,1,0,180,52,95.868,3.719,0.413,0.000,1.240,1.240,0.000,0.000,0.000,0.826,0.413,0.000,74.380,21.488,5.691,2.899,12.169,1.963,2.946,5.815,12.532,1.985,3.012,5.855,12.837,3.019,5.873,12.923,0.416,0.767,2.824,0.316,0.446,2.215,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,2.866,1.637,2.481,14.399
8,2022_7_7,19:46:18,GRAINS,147,WHEAT,  7.0.30 ,R22_UX1993-115_1-17-4_aP,,,8.200,267,30.783,Mixed,L/W,54.900,10.000,32.000,59.220,10.000,35.000,99.858,0.142,0.000,0.000,0.000,0.000,0.848,0.000,0.000,0.000,0.000,0.000,73.169,26.689,266,1,0,0,0,0,2,0,0,0,0,0,205,61,99.625,0.375,0.000,0.000,0.000,0.000,0.749,0.000,0.000,0.000,0.000,0.000,76.779,22.846,5.962,2.943,12.947,2.026,2.948,5.969,12.977,2.044,2.990,6.024,13.309,2.992,6.031,13.314,0.387,0.544,2.553,0.379,0.533,2.512,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.499,1.407,2.231,15.017
9,2022_7_7,19:48:59,GRAINS,147,WHEAT,  7.0.30 ,R22_NC8248-1_1-18-1_Ap,,,7.800,212,36.792,Mixed,L/W,58.820,9.000,28.000,59.220,8.000,29.000,100.000,0.000,0.000,0.000,0.000,0.000,0.207,0.000,0.000,0.000,0.000,0.000,63.072,36.928,212,0,0,0,0,0,1,0,0,0,0,0,145,67,100.000,0.000,0.000,0.000,0.000,0.000,0.472,0.000,0.000,0.000,0.000,0.000,68.396,31.604,6.144,3.114,14.049,1.973,3.114,6.144,14.049,1.989,3.112,6.135,13.980,3.112,6.135,13.980,0.363,0.451,2.538,0.363,0.451,2.538,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.000,3.031,1.132,1.972,15.521
10,2022_7_7,19:50:2,GRAINS,147,WHEAT,  7.0.30 ,R22_UX1993-112_1-18-2_Ap,,,6.800,257,27.937,Mixed,L/W,54.900,10.000,31.000,59.220,10.000,33.000,99.422,0.578,2.347,0.000,1.132,1.132,0.000,0.000,0.000,0.000,0.107,0.000,79.779,17.297,242,4,11,0,3,3,0,0,0,0,1,0,213,29,94.163,1.556,4.280,0.000,1.167,1.167,0.000,0.000,0.000,0.000,0.389,0.000,82.879,11.284,5.910,2.683,11.672,2.203,2.747,5.981,12.047,2.215,2.729,5.971,11.777,2.752,6.000,12.057,0.518,0.644,3.298,0.461,0.563,3.006,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.026,3.620,1.528,2.425,14.619
