ID,Date,Time,ProductType,InstrumentID,CalibrationFile,SWVersion,SampleName,SampleComments,SampleError,SampleWeight,NumberOfParticles,WeightOf1000Particles,RiceType,RiceTypeCalculatedBy,LabLMedian,LabAMedian,LabBMedian,LabLMode,LabAMode,LabBMode,WKWeightPerc,BrokenWeightPerc,OutlierWeightPerc,ChalkyWeightPerc,LightChalkyWeightPerc,TotalChalkyWeightPerc,BlackWeightPerc,RedWeightPerc,YellowWeightPerc,GreenWeightPerc,OtherWeightPerc,LongRiceWeightPerc,MediumRiceWeightPerc,ShortRiceWeightPerc,WKNumber,BrokenKernelsNumber,OutlierNumber,ChalkyKernelsNumber,LightChalkyKernelsNumber,TotalChalkyKernelsNumber,BlackKernelsNumber,RedKernelsNumber,YellowKernelsNumber,GreenKernelsNumber,OtherKernelsNumber,LongRiceNumber,MediumRiceNumber,ShortRiceNumber,WKPerc,BrokenKernelsPerc,OutlierKernelsPerc,ChalkyKernelsPerc,LightChalkyKernelsPerc,TotalChalkyKernelsPerc,BlackKernelsPerc,RedKernelsPerc,YellowKernelsPerc,GreenKernelsPerc,OtherKernelsPerc,LongRiceKernelsPerc,MediumRiceKernelsPerc,ShortRiceKernelsPerc,SampleLengthAverage,SampleWidthAverage,SampleAreaAverage,SampleLWAverage,WKWidthAverage,WKLengthAverage,WKAreaAverage,WKLWAverage,SampleWidthMedian,SampleLengthMedian,SampleAreaMedian,WKWidthMedian,WKLengthMedian,WKAreaMedian,SampleWidthSTDEV,SampleLengthSTDEV,SampleAreaSTDEV,WKWidthSTDEV,WKLengthSTDEV,WKAreaSTDEV,BrokenThreshold,OutlierThresholdWidth,OutlierThresholdLength,OutlierThresholdArea,OutlierThresholdLW,BrokenDefinedAsFailPerc,ChalkyDefinedAsFailPerc,LightChalkyDefinedAsFailPerc,BlackDefinedAsFailPerc,RedDefinedAsFailPerc,YellowDefinedAsFailPerc,GreenDefinedAsFailPerc,OtherDefinedAsFailPerc,ChalkyLabMin,ChalkyLabMax,LightChalkyLabMin,LightChalkyLabMax,BlackLabMin,BlackLabMax,RedLabMin,RedLabMax,YellowLabMin,YellowLabMax,GreenLabMin,GreenLabMax,OtherColorLabMin,OtherColorLabMax,LongRiceUSDAMin,LongRiceUSDAMax,MediumRiceUSDAMin,MediumRiceUSDAMax,ShortRiceUSDAMin,ShortRiceUSDAMax,AverageWKChalkyPercentage,std_l,std_a,std_b,sampleAveragePerimeter
1,2022_6_30,19:43:22,GRAINS,147,WHEAT,  7.0.30 ,_Kin22-UX2023-8_3-20-2_Ap,,,0.000,211,0.000,Mixed,L/W,60.780,9.000,30.000,63.140,10.000,33.000,99.218,0.782,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.177,0.059,0.000,44.379,54.724,202,8,1,0,0,0,0,0,0,3,1,0,99,103,95.735,3.791,0.474,0.000,0.000,0.000,0.000,0.000,0.000,1.422,0.474,0.000,46.919,48.815,6.173,3.241,14.740,1.905,3.312,6.305,15.244,1.917,3.354,6.272,15.386,3.379,6.303,15.500,0.491,0.774,3.255,0.331,0.413,2.216,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.025,3.168,1.648,3.102,15.767
2,2022_6_30,19:47:31,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1991-137_9-1-2_Ap,,,10.100,262,42.597,Mixed,L/W,58.040,8.000,28.000,59.220,8.000,30.000,96.580,3.420,0.289,0.040,0.000,0.040,0.130,0.000,0.000,0.127,1.476,0.000,73.714,22.578,229,31,2,1,0,1,1,0,0,5,9,0,178,51,87.405,11.832,0.763,0.382,0.000,0.382,0.382,0.000,0.000,1.908,3.435,0.000,67.939,19.466,6.132,3.111,14.414,1.971,3.277,6.584,15.865,2.023,3.281,6.563,15.641,3.341,6.673,16.494,0.622,1.358,4.714,0.346,0.550,2.735,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.063,3.866,1.981,3.663,15.656
3,2022_6_30,19:49:11,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1991-129_9-1-3_Ap,,,12.600,303,42.936,Mixed,L/W,57.250,9.000,29.000,59.610,8.000,31.000,98.821,1.179,0.000,0.000,1.757,1.757,1.622,0.000,0.000,0.000,0.019,0.000,60.160,38.661,290,13,0,0,8,8,4,0,0,0,1,0,179,111,95.710,4.290,0.000,0.000,2.640,2.640,1.320,0.000,0.000,0.000,0.330,0.000,59.076,36.634,6.225,3.225,14.914,1.930,3.282,6.368,15.385,1.951,3.341,6.446,15.989,3.347,6.457,16.128,0.474,0.885,3.456,0.341,0.555,2.620,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.002,3.578,1.489,2.699,15.903
4,2022_6_30,19:50:39,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1991-99_9-1-4_Ap,,,13.500,385,40.120,Mixed,L/W,57.250,9.000,30.000,59.220,10.000,31.000,95.693,4.307,0.272,0.000,2.624,2.624,4.278,0.000,0.000,0.013,0.517,0.000,29.755,65.666,322,60,3,0,23,23,20,0,0,1,10,0,123,199,83.636,15.584,0.779,0.000,5.974,5.974,5.195,0.000,0.000,0.260,2.597,0.000,31.948,51.688,5.582,3.058,13.039,1.825,3.286,6.128,14.841,1.882,3.312,6.125,14.769,3.396,6.241,15.567,0.718,1.399,4.990,0.414,0.552,2.955,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.123,4.949,2.261,4.410,14.620
5,2022_6_30,19:52:5,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1991-139_9-2-1_Ap,,,11.500,330,37.028,Medium,L/W,55.290,8.000,29.000,59.610,8.000,30.000,97.562,2.438,0.600,0.035,2.409,2.444,1.653,0.000,0.000,0.014,0.445,0.000,87.083,9.879,303,23,4,1,10,11,7,0,0,1,2,0,274,29,91.818,6.970,1.212,0.303,3.030,3.333,2.121,0.000,0.000,0.303,0.606,0.000,83.030,8.788,6.104,2.967,13.630,2.058,3.040,6.332,14.341,2.093,3.050,6.340,14.590,3.088,6.408,15.023,0.473,1.040,3.694,0.342,0.637,2.815,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.016,3.872,1.572,2.636,15.449
6,2022_6_30,19:53:45,GRAINS,147,WHEAT,  7.0.30 ,Kin22_GA06493-13LE6_9-2-2_Ap,,,16.700,414,42.420,Mixed,L/W,60.000,8.000,29.000,59.610,8.000,30.000,98.048,1.952,0.343,0.000,4.891,4.891,0.233,0.000,0.000,0.303,0.012,0.000,79.891,17.814,386,25,3,0,31,31,1,0,0,1,1,0,319,67,93.237,6.039,0.725,0.000,7.488,7.488,0.242,0.000,0.000,0.242,0.242,0.000,77.053,16.184,6.424,3.180,15.226,2.020,3.248,6.636,15.928,2.062,3.302,6.694,16.339,3.333,6.733,16.650,0.475,0.975,3.770,0.369,0.502,2.732,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.123,4.337,1.832,3.971,16.287
7,2022_6_30,19:55:16,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1991-111_9-2-3_Ap,,,12.100,321,41.678,Mixed,L/W,60.780,7.000,27.000,59.610,7.000,27.000,97.134,2.866,0.468,0.025,6.259,6.284,0.858,0.000,0.000,0.082,0.200,0.000,70.921,25.746,282,35,4,1,33,34,2,0,0,4,5,0,208,74,87.850,10.903,1.246,0.312,10.280,10.592,0.623,0.000,0.000,1.246,1.558,0.000,64.798,23.053,6.126,3.078,14.459,1.991,3.254,6.545,15.887,2.027,3.258,6.513,15.633,3.324,6.590,16.360,0.668,1.335,4.949,0.395,0.634,3.148,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.176,3.657,1.778,3.878,15.728
8,2022_6_30,19:56:39,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1991-132_9-2-4_Ap,,,12.100,270,45.130,Mixed,L/W,58.820,8.000,30.000,59.610,8.000,33.000,99.957,0.043,0.000,0.000,2.671,2.671,0.000,0.000,0.000,0.022,0.000,0.000,77.042,22.914,268,2,0,0,8,8,0,0,0,1,0,0,208,60,99.259,0.741,0.000,0.000,2.963,2.963,0.000,0.000,0.000,0.370,0.000,0.000,77.037,22.222,6.795,3.361,16.778,2.022,3.379,6.834,16.896,2.034,3.403,6.945,17.399,3.403,6.947,17.500,0.394,0.697,3.051,0.338,0.531,2.738,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.005,3.758,1.580,2.448,17.095
9,2022_6_30,19:57:53,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1991-103_9-3-1_Ap,,,10.600,333,33.113,Mixed,L/W,55.290,8.000,28.000,59.610,8.000,29.000,99.028,0.972,0.657,0.000,0.529,0.529,2.610,0.000,0.000,0.013,0.027,0.000,78.601,19.769,317,11,5,0,5,5,10,0,0,1,1,0,261,56,95.195,3.303,1.502,0.000,1.502,1.502,3.003,0.000,0.000,0.300,0.300,0.000,78.378,16.817,6.122,2.945,13.428,2.078,2.992,6.217,13.807,2.097,3.057,6.298,14.149,3.076,6.311,14.316,0.456,0.870,3.279,0.387,0.614,2.783,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.010,4.695,1.779,2.799,15.466
10,2022_6_30,19:59:14,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1991-84_9-3-2_Ap,,,12.200,362,38.388,Mixed,L/W,59.220,9.000,29.000,59.220,8.000,30.000,95.026,4.974,0.597,0.000,4.368,4.368,0.155,0.017,0.000,0.110,0.113,0.000,76.527,17.902,302,56,4,0,32,32,3,1,0,6,3,0,244,58,83.425,15.470,1.105,0.000,8.840,8.840,0.829,0.276,0.000,1.657,0.829,0.000,67.403,16.022,5.917,3.003,13.471,1.970,3.183,6.465,15.195,2.048,3.150,6.443,14.874,3.239,6.539,15.602,0.635,1.418,4.832,0.377,0.584,2.909,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.131,3.755,2.335,4.282,15.213
